encender2017-11-24_17-48-20.wav;1
encender2017-11-24_17-48-29.wav;1
encender2017-11-24_17-48-34.wav;1
encender2017-11-24_17-48-39.wav;1
encender2017-11-24_17-48-43.wav;1
encender2017-11-24_17-48-47.wav;1
encender2017-11-24_17-48-52.wav;1
encender2017-11-24_17-48-56.wav;1
encender2017-11-24_17-49-01.wav;1
encender2017-11-24_17-49-05.wav;1
encender2017-11-24_17-49-10.wav;1
encender2017-11-24_17-49-14.wav;1
encender2017-11-24_17-49-18.wav;1
encender2017-11-24_17-49-22.wav;1
encender2017-11-24_17-49-49.wav;1
encender2017-11-24_17-49-53.wav;1
encender2017-11-24_17-49-58.wav;1
encender2017-11-24_17-50-02.wav;1
encender2017-11-24_17-50-06.wav;1
encender2017-11-24_17-50-11.wav;1
apagar2017-11-24_17-53-28.wav;2
apagar2017-11-24_17-53-33.wav;2
apagar2017-11-24_17-53-37.wav;2
apagar2017-11-24_17-53-44.wav;2
apagar2017-11-24_17-53-48.wav;2
apagar2017-11-24_17-53-52.wav;2
apagar2017-11-24_17-53-57.wav;2
apagar2017-11-24_17-54-01.wav;2
apagar2017-11-24_17-54-05.wav;2
apagar2017-11-24_17-54-09.wav;2
apagar2017-11-24_17-54-13.wav;2
apagar2017-11-24_17-54-18.wav;2
apagar2017-11-24_17-54-22.wav;2
apagar2017-11-24_17-54-26.wav;2
apagar2017-11-24_17-54-31.wav;2
apagar2017-11-24_17-54-34.wav;2
apagar2017-11-24_17-54-38.wav;2
apagar2017-11-24_17-54-43.wav;2
apagar2017-11-24_17-54-47.wav;2
apagar2017-11-24_17-54-52.wav;2
cambiar_color2017-11-24_17-56-17.wav;3
cambiar_color2017-11-24_17-56-22.wav;3
cambiar_color2017-11-24_17-56-26.wav;3
cambiar_color2017-11-24_17-56-31.wav;3
cambiar_color2017-11-24_17-56-35.wav;3
cambiar_color2017-11-24_17-56-39.wav;3
cambiar_color2017-11-24_17-56-43.wav;3
cambiar_color2017-11-24_17-56-47.wav;3
cambiar_color2017-11-24_17-56-51.wav;3
cambiar_color2017-11-24_17-56-55.wav;3
cambiar_color2017-11-24_17-56-59.wav;3
cambiar_color2017-11-24_17-57-03.wav;3
cambiar_color2017-11-24_17-57-07.wav;3
cambiar_color2017-11-24_17-57-11.wav;3
cambiar_color2017-11-24_17-57-14.wav;3
cambiar_color2017-11-24_17-57-18.wav;3
cambiar_color2017-11-24_17-57-22.wav;3
cambiar_color2017-11-24_17-57-26.wav;3
cambiar_color2017-11-24_17-57-31.wav;3
cambiar_color2017-11-24_17-57-35.wav;3
permutar_colores2017-11-24_18-04-44.wav;4
permutar_colores2017-11-24_18-04-49.wav;4
permutar_colores2017-11-24_18-04-53.wav;4
permutar_colores2017-11-24_18-05-00.wav;4
permutar_colores2017-11-24_18-05-04.wav;4
permutar_colores2017-11-24_18-05-08.wav;4
permutar_colores2017-11-24_18-05-12.wav;4
permutar_colores2017-11-24_18-05-16.wav;4
permutar_colores2017-11-24_18-05-20.wav;4
permutar_colores2017-11-24_18-05-24.wav;4
permutar_colores2017-11-24_18-05-28.wav;4
permutar_colores2017-11-24_18-05-31.wav;4
permutar_colores2017-11-24_18-05-35.wav;4
permutar_colores2017-11-24_18-05-39.wav;4
permutar_colores2017-11-24_18-05-43.wav;4
permutar_colores2017-11-24_18-06-18.wav;4
permutar_colores2017-11-24_18-06-23.wav;4
permutar_colores2017-11-24_18-06-27.wav;4
permutar_colores2017-11-24_18-06-31.wav;4
permutar_colores2017-11-24_18-06-35.wav;4
parpadear2017-11-24_18-07-47.wav;5
parpadear2017-11-24_18-07-52.wav;5
parpadear2017-11-24_18-07-56.wav;5
parpadear2017-11-24_18-08-00.wav;5
parpadear2017-11-24_18-08-04.wav;5
parpadear2017-11-24_18-08-08.wav;5
parpadear2017-11-24_18-08-12.wav;5
parpadear2017-11-24_18-08-16.wav;5
parpadear2017-11-24_18-08-20.wav;5
parpadear2017-11-24_18-08-24.wav;5
